"","category_name","group_name","total_members","city","created"
"12019","Sports & Recreation","NYC Beach Volleyball Meetup",668,"New York City",2014-04-04
"12020","Sports & Recreation","NYC Broncos Fans",145,"New York City",2011-07-27
"12021","Sports & Recreation","NYC Casual Baseball Club",174,"New York City",2016-02-27
"12022","Sports & Recreation","NYC Chinese Martial Arts (Wing Chun) Meetup",96,"New York City",2017-07-19
"12023","Sports & Recreation","NYC Co-Ed Dodgeball Players",109,"New York City",2015-07-23
"12024","Sports & Recreation","NYC Co-Ed Handball!",118,"New York City",2014-06-13
"12025","Sports & Recreation","NYC Co-Ed Soccer Players",1034,"New York City",2015-07-23
"12026","Sports & Recreation","NYC Co-Ed Ultimate Frisbee",1,"New York City",2012-05-16
"12027","Sports & Recreation","NYC Co-Ed Volleyball: Bump, Set & Spike!",552,"New York City",2014-06-30
"12028","Sports & Recreation","NYC CoEd Social Sports Leagues & Happy Hours",682,"New York City",2015-07-23
"12029","Sports & Recreation","NYC Dodgeball funsies!",502,"New York City",2013-04-17
"12030","Sports & Recreation","NYC Female Soccer Players",226,"New York City",2017-01-24
"12031","Sports & Recreation","NYC FIFA meetup",1,"New York City",2015-12-08
"12032","Sports & Recreation","NYC Flag and Touch Football Players",116,"New York City",2016-05-25
"12033","Sports & Recreation","NYC Gatherings",45,"New York City",2016-10-14
"12034","Sports & Recreation","NYC Green Bay Packer Fans Meetup",67,"New York City",2015-08-28
"12035","Sports & Recreation","NYC Houston Texans Fans",165,"New York City",2012-07-16
"12036","Sports & Recreation","NYC Indoor Rock Climbing Newbies!",735,"New York City",2015-08-20
"12037","Sports & Recreation","NYC International Futbol",355,"New York City",2017-04-17
"12038","Sports & Recreation","NYC Jun Fan Jeet Kune Do and Kali Concepts",1,"New York City",2017-04-06
"12039","Sports & Recreation","NYC Laker Fans",449,"New York City",2009-03-09
"12040","Sports & Recreation","NYC Men's League Soccer Players",352,"New York City",2017-01-25
"12041","Sports & Recreation","NYC PICKUP SOCCER (MANHATTAN CO-ED SOCCER GROUP)",5466,"New York City",2007-06-13
"12042","Sports & Recreation","NYC Professionals Golf Group",1,"New York City",2009-12-13
"12043","Sports & Recreation","NYC Seattle Seahawks Bar #GoHawks",12,"New York City",2016-09-29
"12044","Sports & Recreation","NYC Small Sided Concrete Street Soccer",1,"New York City",2015-03-18
"12045","Sports & Recreation","NYC Soccer Collective",1,"New York City",2010-12-29
"12046","Sports & Recreation","NYC Soccer Industry Meetup",29,"New York City",2017-07-28
"12047","Sports & Recreation","NYC Soccer Pick Up",1,"New York City",2016-12-31
"12048","Sports & Recreation","NYC SOCCER TOURNAMENTS AND LEAGUES",2314,"New York City",2009-10-12
"12049","Sports & Recreation","NYC Underground Soccer",1,"New York City",2017-08-27
"12050","Sports & Recreation","NYC Volleyball and Social",1597,"New York City",2006-08-25
"12051","Sports & Recreation","NYC VOLLEYBALL WORLD CONNECTION (VWC)",1,"New York City",2008-06-20
"12052","Sports & Recreation","NYC Windsurfers",44,"New York City",2013-06-15
"12053","Sports & Recreation","NYC WORLD CUP",1205,"New York City",2007-09-23
"12054","Sports & Recreation","NYCSC Polar Bear Soccer",110,"New York City",2011-01-02
"12055","Sports & Recreation","NYCSC Women Soccer Players",1,"New York City",2010-12-29
"12056","Sports & Recreation","Official Pea Madridista in Chicago Meetup",42,"Chicago",2014-12-05
"12057","Sports & Recreation","Old Breed Rugby Club",4,"New York City",2015-08-04
"12058","Sports & Recreation","Orlando City Soccer Fans in San Francisco",1,"San Francisco",2017-05-18
"12059","Sports & Recreation","Pea Madridista NYC (Real Madrid Supporter's Club)",1224,"New York City",2008-03-04
"12060","Sports & Recreation","Pea Madridista San Francisco Bay Area",207,"San Francisco",2014-10-22
"12061","Sports & Recreation","Penya Barcelonista San Francisco",801,"San Francisco",2009-08-09
"12062","Sports & Recreation","Performance Tennis - San Francisco",54,"San Francisco",2017-09-10
"12063","Sports & Recreation","Philadelphia Sports Group of Chicago",574,"Chicago",2006-07-22
"12064","Sports & Recreation","Philly Eagles Fans-Chicago",41,"Chicago",2016-08-24
"12065","Sports & Recreation","Pick-Up Basketball with LTS Chicago",1069,"Chicago",2011-01-21
"12066","Sports & Recreation","Pick up football/ Adult Football League",1,"New York City",2017-08-21
"12067","Sports & Recreation","Pick up soccer in new york city",1,"New York City",2008-09-01
"12068","Sports & Recreation","Ping Pong Pros",1,"New York City",2013-10-21
"12069","Sports & Recreation","Play Frisbee in the Park",600,"Chicago",2017-05-05
"12070","Sports & Recreation","Play In the Bay Sport & Social Club",130,"San Francisco",2017-04-05
"12071","Sports & Recreation","PlayBallChicago",108,"Chicago",2016-02-06
"12072","Sports & Recreation","PLAYERS ONLY ",4,"Chicago",2017-06-03
"12073","Sports & Recreation","Praying Mantis , Kung Fu .",16,"New York City",2013-09-11
"12074","Sports & Recreation","Presidio Golf Course San Francisco",110,"San Francisco",2015-07-22
"12075","Sports & Recreation","Presidio Golf Course Women's Club Meetup",1,"San Francisco",2017-07-19
"12076","Sports & Recreation","Private 2x2 Volleyball Meetup",1,"New York City",2015-07-22
"12077","Sports & Recreation","PS2G NYC-Coed Soccer Pickup for Charity -Play Soccer 2 Give",2566,"New York City",2010-04-05
"12078","Sports & Recreation","PS2G San Fran-Coed Soccer Pickup for Charity-PlaySoccer2Give",52,"San Francisco",2014-07-14
"12079","Sports & Recreation","PSNYC / Pickup Soccer NYC Soccer - Meetup Group",1,"New York City",2015-09-17
"12080","Sports & Recreation","Queens Social Sports",87,"New York City",2017-01-26
"12081","Sports & Recreation","Rat Hockey Chicago",1,"Chicago",2010-11-30
"12082","Sports & Recreation","Recreational Beach Volleyball",775,"New York City",2011-04-02
"12083","Sports & Recreation","Rising Star Karate",6,"New York City",2017-10-16
"12084","Sports & Recreation","RivALZ Blondes vs Brunettes Women's Flag Football",61,"San Francisco",2013-04-24
"12085","Sports & Recreation","RollerSoccer Meetup - San Francisco Bay Area",1,"San Francisco",2014-09-20
"12086","Sports & Recreation","Rugby Fans NYC",148,"New York City",2013-01-30
"12087","Sports & Recreation","S3 Simply Social Sports Leagues - Chicago",1255,"Chicago",2011-09-15
"12088","Sports & Recreation","Sabermetrics",33,"New York City",2014-07-23
"12089","Sports & Recreation","San Francisco's Eagle Club Indoor Golf Meetup",169,"San Francisco",2013-06-04
"12090","Sports & Recreation","San Francisco - Basketball Study",36,"San Francisco",2017-09-17
"12091","Sports & Recreation","San Francisco & Bay Area Green Bay Packers Meetup",65,"San Francisco",2015-08-27
"12092","Sports & Recreation","San Francisco Badminton Meetup",114,"San Francisco",2017-06-26
"12093","Sports & Recreation","San Francisco Basketball Meetup",171,"San Francisco",2017-01-04
"12094","Sports & Recreation","San Francisco Beach Volleyball",1913,"San Francisco",2015-01-12
"12095","Sports & Recreation","San Francisco Beginner Skateboarders",107,"San Francisco",2017-04-28
"12096","Sports & Recreation","San Francisco Boston Bruins Meetup",1,"San Francisco",2016-11-22
"12097","Sports & Recreation","San Francisco Brazilian Jiu-Jitsu Meetup",41,"San Francisco",2017-10-24
"12098","Sports & Recreation","San Francisco Bubble Soccer",94,"San Francisco",2014-06-11
"12099","Sports & Recreation","San Francisco Chicago Bears Fans -Bear Down!!",135,"San Francisco",2010-09-28
"12100","Sports & Recreation","San Francisco Co-Ed Adult Softball",86,"San Francisco",2016-07-19
"12101","Sports & Recreation","San Francisco Co-Ed Basketball",299,"San Francisco",2015-05-05
"12102","Sports & Recreation","San Francisco Co-ed Touch Rugby Meetup",156,"San Francisco",2016-08-22
"12103","Sports & Recreation","San Francisco Cricket Meetup",53,"San Francisco",2015-03-30
"12104","Sports & Recreation","San Francisco Dodgeball Meetup Group",608,"San Francisco",2008-09-29
"12105","Sports & Recreation","San Francisco Fighting Illini Sports Fans",35,"San Francisco",2011-01-07
"12106","Sports & Recreation","San Francisco Flag Football",1,"San Francisco",2011-01-26
"12107","Sports & Recreation","San Francisco Giant Fans",192,"San Francisco",2013-02-19
"12108","Sports & Recreation","San Francisco Golf For Beginners Meetup",57,"San Francisco",2017-09-13
"12109","Sports & Recreation","San Francisco Indoor Volleyball Meetup",276,"San Francisco",2017-01-30
"12110","Sports & Recreation","San Francisco Men's Basketball",302,"San Francisco",2015-05-05
"12111","Sports & Recreation","San Francisco New England Patriots Fans",1,"San Francisco",2009-07-18
"12112","Sports & Recreation","San Francisco Pick-up Indoor Soccer",1039,"San Francisco",2014-05-09
"12113","Sports & Recreation","San Francisco Pick-Up Soccer Meetup",274,"San Francisco",2017-01-03
"12114","Sports & Recreation","San Francisco Pickup Soccer Meetup",1105,"San Francisco",2014-10-03
"12115","Sports & Recreation","San Francisco Ping Pong Meetup",93,"San Francisco",2017-01-31
"12116","Sports & Recreation","San Francisco Quidditch",94,"San Francisco",2014-05-31
"12117","Sports & Recreation","San Francisco Racquetball & Squash Meetup",1,"San Francisco",2016-09-20
"12118","Sports & Recreation","San Francisco Self-Defense Meetup",18,"San Francisco",2016-12-26
"12119","Sports & Recreation","San Francisco Soccer Sessions: Women's Pick-up Soccer",434,"San Francisco",2012-08-31
"12120","Sports & Recreation","San Francisco Social Pool Junkies... :)",120,"San Francisco",2012-08-25
"12121","Sports & Recreation","San Francisco Social Sports League",205,"San Francisco",2017-05-08
"12122","Sports & Recreation","San Francisco Softball Meetup!",834,"San Francisco",2012-07-25
"12123","Sports & Recreation","San Francisco Street Soccer USA Park- SOMA Meetup",502,"San Francisco",2016-04-18
"12124","Sports & Recreation","San Francisco table football Meetup",12,"San Francisco",2017-04-12
"12125","Sports & Recreation","San Francisco Tennis Meetup",2286,"San Francisco",2012-08-22
"12126","Sports & Recreation","San Francisco to Santa Monica",3,"San Francisco",2017-05-23
"12127","Sports & Recreation","San Francisco Ultimate Fighting Fans",150,"San Francisco",2015-11-06
"12128","Sports & Recreation","San Francisco Underwater Rugby Meetup",75,"San Francisco",2014-06-19
"12129","Sports & Recreation","Saudi Sports (  )",120,"Chicago",2016-09-26
"12130","Sports & Recreation","Seahawks of Midtown NYC",56,"New York City",2012-07-28
"12131","Sports & Recreation","Second City Sports Fans",1055,"Chicago",2013-02-12
"12132","Sports & Recreation","Self-Defense & Martial Fitness for Women",1,"Chicago",2017-06-28
"12133","Sports & Recreation","Sets in the City",1,"New York City",2015-03-24
"12134","Sports & Recreation","SF & Bay Area Detroit Lions Meetup",20,"San Francisco",2017-08-14
"12135","Sports & Recreation","SF + East Bay Tennis Squad",84,"San Francisco",2017-06-12
"12136","Sports & Recreation","SF 2x2 Beach Volleyball Meetup",1,"San Francisco",2016-04-05
"12137","Sports & Recreation","SF Basketball by Golden City Sports",39,"San Francisco",2017-06-19
"12138","Sports & Recreation","SF Bay Area Denver Broncos Meetup Group",373,"San Francisco",2011-10-20
"12139","Sports & Recreation","SF Bay Area Packers Fans",141,"San Francisco",2015-09-07
"12140","Sports & Recreation","SF Co-Ed Dodgeball League",203,"San Francisco",2013-05-06
"12141","Sports & Recreation","SF Co-Ed Soccer League",723,"San Francisco",2013-04-30
"12142","Sports & Recreation","SF Co-Ed Sports Leagues",627,"San Francisco",2013-04-22
"12143","Sports & Recreation","SF Co-Ed Touch Football League",147,"San Francisco",2013-04-30
"12144","Sports & Recreation","SF Co-Ed Volleyball League",553,"San Francisco",2013-05-06
"12145","Sports & Recreation","SF Founders Tennis",32,"San Francisco",2017-09-10
"12146","Sports & Recreation","SF Free Beginner Martial Arts Meetup",79,"San Francisco",2017-09-02
"12147","Sports & Recreation","SF HEMA",33,"San Francisco",2015-10-20
"12148","Sports & Recreation","SF Mission Bay Pickup Soccer - PPL",1,"San Francisco",2015-07-24
"12149","Sports & Recreation","SF Pickup Soccer",1894,"San Francisco",2011-06-10
"12150","Sports & Recreation","SF Social",850,"San Francisco",2014-05-27
"12151","Sports & Recreation","SF Tennis Addiction",545,"San Francisco",2016-04-03
"12152","Sports & Recreation","Soccer By The Beach",1,"San Francisco",2017-05-30
"12153","Sports & Recreation","Soccer Club Chicago: Soccer Hub!",3497,"Chicago",2007-07-12
"12154","Sports & Recreation","Soccer San Francisco",771,"San Francisco",2012-05-17
"12155","Sports & Recreation","SOCCER TRAINING - Adult Soccer Lessons & Bootcamps NYC",1291,"New York City",2011-03-22
"12156","Sports & Recreation","SoccerFours (co-ed, pickup, drop-in soccer games)",1123,"San Francisco",2010-11-27
"12157","Sports & Recreation","SoccerNY",150,"New York City",2017-06-14
"12158","Sports & Recreation","SoccerSF",58,"San Francisco",2017-06-14
"12159","Sports & Recreation","Social Bowlers in NYC",50,"New York City",2015-08-26
"12160","Sports & Recreation","Sokol New York Aerial Circus Classes",28,"New York City",2016-10-05
"12161","Sports & Recreation","South Loop Soccer",867,"Chicago",2015-07-20
"12162","Sports & Recreation","Sports Fans and Friends Meetup",1,"New York City",2017-01-17
"12163","Sports & Recreation","Startup Basketball",684,"New York City",2012-10-16
"12164","Sports & Recreation","Straight Six Volleyball",1,"Chicago",2015-03-20
"12165","Sports & Recreation","Street Smart Safety & Self Defense For Women",32,"San Francisco",2013-11-02
"12166","Sports & Recreation","Sunday Funday Beach Volleyball",128,"Chicago",2017-05-28
"12167","Sports & Recreation","Sunday Soccer in Manhattan",358,"New York City",2016-11-28
"12168","Sports & Recreation","Sundays 9am, Pier 40, limit 10 additional",124,"New York City",2017-08-13
"12169","Sports & Recreation","SWING - San Francisco Savvy Women In Need of Golf",262,"San Francisco",2014-04-11
"12170","Sports & Recreation","Systema Manhattan",352,"New York City",2007-08-23
"12171","Sports & Recreation","Table Tennis Training Meetup",54,"San Francisco",2017-06-26
"12172","Sports & Recreation","TailDating New York",525,"New York City",2015-10-05
"12173","Sports & Recreation","Team In Training, Cycle Team - Illinois",13,"Chicago",2015-12-10
"12174","Sports & Recreation","Tennis is a Family Sport!",94,"Chicago",2015-02-25
"12175","Sports & Recreation","Tennis World",822,"New York City",2012-05-14
"12176","Sports & Recreation","TennisNewYork.com | NYC Tennis League",1017,"New York City",2012-05-17
"12177","Sports & Recreation","The Chicago Beach Volleyball Meetup Group",2458,"Chicago",2007-01-19
"12178","Sports & Recreation","The Chicago Co-Ed Golf Meetup Group",754,"Chicago",2007-03-23
"12179","Sports & Recreation","The Chicago Sumo Meetup Group",26,"Chicago",2012-03-26
"12180","Sports & Recreation","The Chicago Wrestling Club",521,"Chicago",2007-06-01
"12181","Sports & Recreation","The Chicagoland  Tennis  .com Meetup Group",875,"Chicago",2006-10-26
"12182","Sports & Recreation","The Manhattan (Beginning) Pick-up Soccer Meetup",427,"New York City",2008-05-28
"12183","Sports & Recreation","The Men's Club",55,"New York City",2007-02-20
"12184","Sports & Recreation","The New York Chicago Bears Meetup Group",396,"New York City",2006-10-03
"12185","Sports & Recreation","The New York City Fencing Meetup Group",552,"New York City",2006-09-25
"12186","Sports & Recreation","The New York City Pittsburgh Steelers Meetup Group",276,"New York City",2002-12-07
"12187","Sports & Recreation","The New York City Racquetball Meetup Group",598,"New York City",2008-11-19
"12188","Sports & Recreation","The New York City, Boston Red Sox meetup group.",662,"New York City",2003-05-13
"12189","Sports & Recreation","The New York Golf Meetup Group",799,"New York City",2006-03-22
"12190","Sports & Recreation","The New York New York Jets Meetup Group",288,"New York City",2006-07-31
"12191","Sports & Recreation","The New York Rangers Meetup",375,"New York City",2008-03-02
"12192","Sports & Recreation","The New York St. Louis Cardinals Meetup Group",198,"New York City",2009-04-04
"12193","Sports & Recreation","The New York Washington Nationals Meetup Group",7,"New York City",2017-01-23
"12194","Sports & Recreation","The New York Yankees Meetup Group",543,"New York City",2006-05-04
"12195","Sports & Recreation","The NY Table Tennis Group",1974,"New York City",2007-02-11
"12196","Sports & Recreation","The NY Yankees Unite in SF",120,"San Francisco",2009-08-13
"12197","Sports & Recreation","The NYC New England Patriots Meetup Group",313,"New York City",2007-05-18
"12198","Sports & Recreation","The NYC Pittsburgh Penguins Meetup Group",432,"New York City",2007-09-11
"12199","Sports & Recreation","The Original Dallas Cowboys' NYC Harcore Fan Club",751,"New York City",2005-09-17
"12200","Sports & Recreation","The Pickup Game - Co-Ed Volleyball",91,"Chicago",2017-10-05
"12201","Sports & Recreation","The Pickup Game - Men's Basketball",1,"Chicago",2017-10-03
"12202","Sports & Recreation","The Primo Tennis Clinic (Location: Alice Marble)",36,"San Francisco",2015-07-28
"12203","Sports & Recreation","The Red Line (Chicago Fire Supporters Group)",1,"Chicago",2017-03-08
"12204","Sports & Recreation","The San Francisco English Premier League Meetup Group",352,"San Francisco",2008-10-28
"12205","Sports & Recreation","The San Francisco Pickup Soccer Group",1,"San Francisco",2007-01-15
"12206","Sports & Recreation","The San Francisco Tennis Party",1229,"San Francisco",2007-04-20
"12207","Sports & Recreation","Thursday Darts",5,"San Francisco",2017-10-19
"12208","Sports & Recreation","TNVB",1,"Chicago",2017-09-07
"12209","Sports & Recreation","Toronto Maple Leafs Fans in NYC!",120,"New York City",2013-04-22
"12210","Sports & Recreation","Tour de Otaku",1,"New York City",2017-06-12
"12211","Sports & Recreation","Tribal Soccer/Football/Futbol",17,"New York City",2014-05-16
"12212","Sports & Recreation","Tuesday Golden Gate Tennis Meetup 3.5+",36,"San Francisco",2016-04-26
"12213","Sports & Recreation","UFC Watch Club",7,"San Francisco",2017-08-17
"12214","Sports & Recreation","Uncoordinated Soccer",593,"New York City",2012-07-18
"12215","Sports & Recreation","Union Square Kung Fu Meetup",74,"New York City",2017-03-28
"12216","Sports & Recreation","United Wrestling Fans of New York City",259,"New York City",2011-01-25
"12217","Sports & Recreation","Upper East Side Co-Ed Basketball",1,"New York City",2016-03-31
"12218","Sports & Recreation","Upper East Soccer with Beyond F.C.",1022,"New York City",2015-06-30
"12219","Sports & Recreation","Upper Manhattan Soccer Team",1,"New York City",2017-10-14
"12220","Sports & Recreation","Upper West Side Martial Arts Skill Exchange Meetup",34,"New York City",2016-08-26
"12221","Sports & Recreation","Upper West Side Tennis",230,"New York City",2015-07-08
"12222","Sports & Recreation","Uptown Soccer",1438,"New York City",2012-07-16
"12223","Sports & Recreation","Urban Initiatives Trading Pickup League",1,"Chicago",2016-02-07
"12224","Sports & Recreation","USFX: Train Like A Fighter",5,"New York City",2015-01-11
"12225","Sports & Recreation","VBmatch Competitive Volleyball in SF Bay Area",203,"San Francisco",2015-08-06
"12226","Sports & Recreation","Venus de Miles Illinois",29,"Chicago",2014-06-19
"12227","Sports & Recreation","Volleyball NYC",189,"New York City",2017-01-25
"12228","Sports & Recreation","Volocity SF",5,"San Francisco",2016-12-17
"12229","Sports & Recreation","Warrior Brothers - San Francisco",40,"San Francisco",2014-02-17
"12230","Sports & Recreation","Washington heights NYC Soccer",51,"New York City",2017-08-18
"12231","Sports & Recreation","Washington Redskins Fan Club of NYC",321,"New York City",2006-07-02
"12232","Sports & Recreation","WATCH SOCCER IN NYC (EuroCup, English Premier, World Cup)",826,"New York City",2005-09-21
"12233","Sports & Recreation","West Coast Soccer",1,"San Francisco",2010-07-27
"12234","Sports & Recreation","WHO DAT NATION NYC",1,"New York City",2017-09-02
"12235","Sports & Recreation","Who Dat Nation: Chicago Chapter",420,"Chicago",2009-10-05
"12236","Sports & Recreation","Windy City Fieldhouse soccer",29,"Chicago",2017-10-12
"12237","Sports & Recreation","Wing Chun Practice",33,"San Francisco",2017-07-04
"12238","Sports & Recreation","Women's Self Defense New York Kung Fu Meetup",21,"New York City",2016-12-10
"12239","Sports & Recreation","Women's Skateboard Bowl Riding",7,"New York City",2017-07-06
"12240","Sports & Recreation","Women's Soccer San Francisco",1,"San Francisco",2015-07-29
"12241","Sports & Recreation","Women's Sports Chicago",1,"Chicago",2012-09-11
"12242","Sports & Recreation","Women's World of Boxing!",1,"New York City",2008-10-22
"12243","Sports & Recreation","World Dodgeball Society SF",201,"San Francisco",2015-02-05
"12244","Sports & Recreation","WWE Wrestling Fans NYC",437,"New York City",2012-01-08
"12245","Sports & Recreation","Yankee Royals Cricket Club",1,"New York City",2017-04-23
"12246","Sports & Recreation","YOU DRIVE A NASCAR!!",27,"New York City",2017-08-16
"12247","Sports & Recreation","Zendankai Shotokan Karate Meetup",30,"New York City",2015-02-27
"12248","Support","#1 New York Shyness and Social Anxiety Meetup Group",1,"New York City",2006-01-16
"12249","Support","2017 NYC WLS Meet-up",216,"New York City",2017-01-23
"12250","Support","A Shoulder to Cry On - I Believe in You",1,"New York City",2017-02-06
"12251","Support","Above and Beyond Family Recovery Center Meetup",1,"Chicago",2016-02-10
"12252","Support","Above the Pain- Chronic Pain Meetup",16,"New York City",2017-08-30
"12253","Support","Abuse Survivor Support Group",31,"Chicago",2017-03-19
"12254","Support","Accent Reduction - Bay Area",55,"San Francisco",2011-06-02
"12255","Support","AD~HD ~ People, Partners & Friends",117,"Chicago",2008-01-01
"12256","Support","ADHD/Dyslexia Parent Group NYC",19,"New York City",2015-08-11
"12257","Support","Adult ADD Meetup (Manhattan)",259,"New York City",2013-08-12
"12258","Support","Adult ADHD Success Strategies, with Gina Pera",1,"San Francisco",2010-11-27
"12259","Support","Adult ADHD Success Strategies, with Gina Pera: San Diego",1,"San Francisco",2014-11-23
"12260","Support","Adult ADHD Success Strategies, with Gina Pera: San Jose",1,"San Francisco",2014-11-23
"12261","Support","Adult Aspies of San Francisco",1,"San Francisco",2010-01-09
"12262","Support","Adult Children of Mentally Ill Parents",1,"New York City",2017-06-22
"12263","Support","Adult Children of Narcissists",1,"New York City",2013-03-21
"12264","Support","Aliya Prescott",1,"Chicago",2017-02-14
"12265","Support","And They Lived Happily Ever After - Separately",9,"New York City",2017-05-08
"12266","Support","Anxious Black Girls Rock Meetup",50,"Chicago",2017-08-14
"12267","Support","ARTEMIS - Community for Women of the Autism Spectrum in NYC",1,"New York City",2015-11-08
"12268","Support","Arthritis Foundation Bike Classic Cycling Group - NorCal",161,"San Francisco",2012-01-27
"12269","Support","ASG: Anxiety Support Group",1,"New York City",2017-09-15
"12270","Support","Aspies for Social Success",1,"New York City",2009-05-15
"12271","Support","Autism & Special ED San Francisco Parents Advocacy Group",7,"San Francisco",2017-08-16
"12272","Support","Autism Spectrum People in Education (ASPiE)",1,"Chicago",2012-01-24
"12273","Support","Autistic Self Advocacy Network - New York City Chapter",1,"New York City",2007-09-03
"12274","Support","Bay Area Autoimmune Paleo (AIP) Potluck and Support Group",37,"San Francisco",2015-12-11
"12275","Support","Bay Area Concussion Awareness",12,"San Francisco",2012-10-02
"12276","Support","Bay Area Survivorship Integrative Support Group",1,"San Francisco",2015-09-28
"12277","Support","Bay Area Uterine Fibroids Support Group",1,"San Francisco",2015-09-01
"12278","Support","Beautiful Men: Style, Grooming, and Confidence",1,"San Francisco",2017-05-10
"12279","Support","BHRP-NYC Young Survival Coalition Face 2 Face Network",1,"New York City",2014-10-23
"12280","Support","Bilingual Chinese- English Anxiety Group",30,"New York City",2017-05-18
"12281","Support","Bipolar Meet And Greet",20,"Chicago",2017-07-13
"12282","Support","both couples and single gay people friends",22,"New York City",2016-11-28
"12283","Support","Caregivers of Color Support Group",19,"New York City",2017-01-21
"12284","Support","Caregivers Speak Up",36,"New York City",2015-08-25
"12285","Support","CASPAN: Chicago Autism Spectrum Young Adult Network/UAS",494,"Chicago",2006-03-22
"12286","Support","Chicago Adult ADHD Support Group",1,"Chicago",2010-02-10
"12287","Support","Chicago Anxiety Depression Trauma (CADT)",1,"Chicago",2003-02-23
"12288","Support","Chicago Bariatric Support Group Meetup",11,"Chicago",2017-09-18
"12289","Support","Chicago Bipolar Meetup, Support and Social Group",62,"Chicago",2016-03-13
"12290","Support","Chicago Disability Friends and Fun!",45,"Chicago",2016-12-06
"12291","Support","Chicago Divorce Toolkit",1,"Chicago",2014-05-20
"12292","Support","Chicago Epilepsy and Seizures Social Meetup",1,"Chicago",2015-01-15
"12293","Support","Chicago Fathers' Rights Meetup",10,"Chicago",2017-06-30
"12294","Support","Chicago IBS Meetup/Non-Alcohol Drinking Fun Group",1,"Chicago",2017-03-21
"12295","Support","Chicago Lyme Disease Meetup",24,"Chicago",2017-02-04
"12296","Support","Chicago Medical Cannabis  Compassion Club",1,"Chicago",2014-05-14
"12297","Support","Chicago Metropolitan Nursing Meetup",1,"Chicago",2017-06-28
"12298","Support","Chicago Misophonia/ Selective Sound Sensitivity Meetup",2,"Chicago",2017-07-22
"12299","Support","Chicago Neurodiverse Queers",1,"Chicago",2014-09-28
"12300","Support","Chicago Shyness and Social Anxiety Meetup",1,"Chicago",2004-04-04
"12301","Support","Chicago Special Education Advocacy Meetup",8,"Chicago",2017-07-27
"12302","Support","Chicago Spina Bifida Empowerment Club",6,"Chicago",2016-02-12
"12303","Support","Chicago Teachers Meetup",2,"Chicago",2017-08-24
"12304","Support","Chicago Uterine Fibroid & Endometriosis Meetup",24,"Chicago",2015-02-19
"12305","Support","Chicago Weight Loss Surgery Meetup",3,"Chicago",2017-10-07
"12306","Support","Chicago Women in their 30s Facing Separation or Divorce",1,"Chicago",2012-10-02
"12307","Support","Chicago Young Survival Coalition Face 2 Face Networking",1,"Chicago",2012-06-25
"12308","Support","Chicagoland Widows and Widowers",1,"Chicago",2016-03-19
"12309","Support","ChicagoPoz",1,"Chicago",2017-04-11
"12310","Support","Chronic Illness Patients & Integrative Health Practitioners",44,"New York City",2016-12-29
"12311","Support","Clear Path Divorce - New York",43,"New York City",2012-01-17
"12312","Support","Convergence: Fertility Support Group",17,"San Francisco",2017-01-17
"12313","Support","Creative Dyslexics Meet",25,"New York City",2015-08-04
"12314","Support","Deaf Bay Area Programming Meetup",1,"San Francisco",2014-07-04
"12315","Support","DEAF, HARD OF HEARING & EVERYONE ELSE",108,"New York City",2009-04-12
"12316","Support","Death Caf New York City",454,"New York City",2013-03-04
"12317","Support","Death of sibling grief support, NYC",50,"New York City",2016-02-05
"12318","Support","Dementia & Alzheimers Caretaker Support Group",24,"New York City",2017-01-02
"12319","Support","Depression & Bipolar (DBSA) Support Group of San Francisco",1,"San Francisco",2016-08-02
"12320","Support","Depression: Tired of Being You",64,"Chicago",2017-10-10
"12321","Support","Divorce and Move On",45,"New York City",2014-06-16
"12322","Support","Divorce and Relationship Recovery SanFranciscoStonestown",214,"San Francisco",2013-08-14
"12323","Support","Domestic Violence Awareness Young Starr Movement Meetup",46,"New York City",2016-05-05
"12324","Support","Eating Disorder Survivors Meetup",1,"San Francisco",2017-10-11
"12325","Support","Eating Disorders NYC Meetup",219,"New York City",2006-08-22
"12326","Support","EDS Chicago Support",77,"Chicago",2015-10-18
"12327","Support","Empowerment During Breakups and Divorce Support Group NYC",851,"New York City",2010-06-17
"12328","Support","Endometriosis Foundation of America",7,"New York City",2017-09-27
"12329","Support","Families Affected by Multiple Sclerosis Support Group",6,"New York City",2017-09-05
"12330","Support","Families of Children who Have Been Sexually Abused",8,"Chicago",2017-03-19
"12331","Support","Family Caregivers Unite",26,"San Francisco",2015-10-30
"12332","Support","FamilyKind's Separation and Divorce Meetup of NYC",1,"New York City",2013-08-26
"12333","Support","FOR WIVES ONLY",1,"New York City",2017-08-18
"12334","Support","Free Divorce Support - San Francisco",159,"San Francisco",2011-04-18
"12335","Support","Free Group Therapy for Veterans and their Family Members",4,"New York City",2017-05-21
"12336","Support","Friends and Families / Living with Challenges",1,"New York City",2015-05-28
"12337","Support","Gay Men's Social Anxiety Workshop",202,"San Francisco",2016-09-28
"12338","Support","Gerination",1,"New York City",2015-10-28
"12339","Support","Get Pregnant Naturally and Holistically",11,"New York City",2017-01-16
"12340","Support","Get the Borderline Personality Disorder Facts",75,"New York City",2014-01-22
"12341","Support","Getting a Divorce? Separation? Us too!",11,"San Francisco",2017-10-11
"12342","Support","Gotham Anxiety Support Group - FREE",346,"New York City",2014-07-22
"12343","Support","Gotham Depression Support Group - FREE",255,"New York City",2014-07-22
"12344","Support","GREATER NEW YORK CITY DIVORCE SUPPORT GROUP",1,"New York City",2017-08-30
